language,tongue twister,translation
English,"I wish to wish the wish you wish to wish, but if you wish the wish the witch wishes, I won't wish the wish you wish to wish.",
English,Stupid superstition!,
English,"There was a fisherman named Fisher 
who fished for some fish in a fissure. 
Till a fish with a grin, 
pulled the fisherman in. 
Now they're fishing the fissure for Fisher.",
English,World Wide Web,
English,"To sit in solemn silence in a dull, dark dock,
In a pestilential prison, with a life-long lock,
Awaiting the sensation of a short, sharp shock,
From a cheap and chippy chopper on a big black block!
To sit in solemn silence in a dull, dark dock,
In a pestilential prison, with a life-long lock,
Awaiting the sensation of a short, sharp shock,
From a cheap and chippy chopper on a big black block!
A dull, dark dock, a life-long lock,
A short, sharp shock, a big black block!
To sit in solemn silence in a pestilential prison,
And awaiting the sensation
From a cheap and chippy chopper on a big black block!",
English,"Picky people pick Peter Pan Peanut-Butter, 'tis the peanut-butter picky people pick.",
English,"If Stu chews shoes, should Stu choose the shoes he chews?",
English,"Luke Luck likes lakes.
Luke's duck likes lakes.
Luke Luck licks lakes.
Luck's duck licks lakes.
Duck takes licks in lakes Luke Luck likes.
Luke Luck takes licks in lakes duck likes.",
English,Seventy seven benevolent elephants,
English,There those thousand thinkers were thinking how did the other three thieves go through.,
English,Santa's Short Suit Shrunk,
English,I was born on a pirate ship,
English,"I scream, you scream, we all scream for icecream!",
English,Wayne went to Wales to watch walruses.,
English,"In 'ertford, 'ereford and 'ampshire, 'urricanes 'ardly Hever 'appen.",
English,One-one was a race horse. Two-two was one too. One-one won one race. Two-two won one too.,
English,Eleven benevolent elephants,
English,"Celibate celebrant, celibate celebrant, celibate celebrant, ...",
English,Willy's real rear wheel,
English,If Pickford's packers packed a packet of crisps would the packet of crisps that Pickford's packers packed survive for two and a half years?,
English,Six sleek swans swam swiftly southwards,
English,Gobbling gorgoyles gobbled gobbling goblins.,
English,Did Dick Pickens prick his pinkie pickling cheap cling peaches in an inch of Pinch or framing his famed French finch photos?,
English,Pirates Private Property,
English,"What a terrible tongue twister, what a terrible tongue twister, what a terrible tongue twister...",
English,When you write copy you have the right to copyright the copy you write. ... continued here,
English,A big black bug bit a big black dog on his big black nose!,
English,Elizabeth's birthday is on the third Thursday of this month.,
English,Ann and Andy's anniversary is in April.,
English,Flash message!,
English,"Frogfeet, flippers, swimfins.",
English,"Hassock hassock, black spotted hassock. Black spot on a black back of a black spotted hassock.",
English,How many cookies could a good cook cook If a good cook could cook cookies? A good cook could cook as much cookies as a good cook who could cook cookies.,
English,"How much ground would a groundhog hog, if a groundhog could hog ground? A groundhog would hog all the ground he could hog, if a groundhog could hog ground.",
English,"How much pot, could a pot roast roast, if a pot roast could roast pot.",
English,"How much wood could Chuck Woods' woodchuck chuck, if Chuck Woods' woodchuck could and would chuck wood? If Chuck Woods' woodchuck could and would chuck wood, how much wood could and would Chuck Woods' woodchuck chuck? Chuck Woods' woodchuck would chuck, he would, as much as he could, and chuck as much wood as any woodchuck would, if a woodchuck could and would chuck wood.",
English,Mary Mac's mother's making Mary Mac marry me. My mother's making me marry Mary Mac. Will I always be so Merry when Mary's taking care of me? Will I always be so merry when I marry Mary Mac?,
English,"Mr. Tongue Twister tried to train his tongue to twist and turn, and twit an twat, to learn the letter ""T"".",
English,Pete's pa pete poked to the pea patch to pick a peck of peas for the poor pink pig in the pine hole pig-pen.,
English,She saw Sherif's shoes on the sofa. But was she so sure she saw Sherif's shoes on the sofa?,
English,"Through three cheese trees three free fleas flew. While these fleas flew, freezy breeze blew. Freezy breeze made these three trees freeze. Freezy trees made these trees' cheese freeze. That's what made these three free fleas sneeze.",
English,Two tried and true tridents,
English,rudder valve reversals,
English,Birdie birdie in the sky laid a turdie in my eye. If cows could fly I'd have a cow pie in my eye.,
English,How many cans can a cannibal nibble if a cannibal can nibble cans? As many cans as a cannibal can nibble if a cannibal can nibble cans.,
English,"Thirty-three thirsty, thundering thoroughbreds thumped Mr. Thurber on Thursday.",
English,Four furious friends fought for the phone.,
English,Plymouth sleuths thwart Luther's slithering.,
English,"Bobby Bippy bought a bat. Bobby Bippy bought a ball. With his bat Bob banged the ball Banged it bump against the wall But so boldly Bobby banged it That he burst his rubber ball ""Boo!"" cried Bobby Bad luck ball Bad luck Bobby, bad luck ball Now to drown his many troubles Bobby Bippy's blowing bubbles.",
English,"Black background, brown background.",
English,"Why do you cry, Willy? Why do you cry? Why, Willy? Why, Willy? Why, Willy? Why?",
English,"Very well, very well, very well ...",
English,Tie twine to three tree twigs.,
English,Rory the warrior and Roger the worrier were reared wrongly in a rural brewery.,
English,"Mares eat oats and does eat oats, and little lambs eat ivy. A Kid will eat ivy too, wouldn't ewe?",
English,Three short sword sheaths.,
English,Caution: Wide Right Turns,
English,Rolling red wagons,
English,Green glass globes glow greenly.,
English,Robert Wayne Rutter,
English,"I stood sadly on the silver steps of Burgess's fish sauce shop, mimicking him hiccuping, and wildly welcoming him within.",
English,As I was in Arkansas I saw a saw that could out saw any saw I ever saw saw. If you happen to be in Arkansas and see a saw that can out saw the saw I saw saw I'd like to see the saw you saw saw.,
English,black back bat,
English,The queen in green screamed.,
English,"How many berries could a bare berry carry, if a bare berry could carry berries? Well they can't carry berries (which could make you very wary) but a bare berry carried is more scary!",
English,What did you have for breakfast? - rubber balls and liquor! What did you have for lunch? - rubber balls and liquor! What did you have for dinner? - rubber balls and liquor! What do you do when your sister comes home? - rubber balls and liquor!,
English,"Snap Crackel pop, Snap Crackel pop, Snap Crackel pop",
English,Six slimy snails sailed silently.,
English,"I thought, I thought of thinking of thanking you.",
English,Seven slick slimey snakes slowly sliding southward.,
English,"Red Buick, blue Buick",
English,Roofs of mushrooms rarely mush too much.,
English,He threw three balls.,
English,The great Greek grape growers grow great Greek grapes.,
English,Singing Sammy sung songs on sinking sand.,
English,We're real rear wheels.,
English,Rhys watched Ross switch his Irish wristwatch for a Swiss wristwatch.,
English,I wish to wash my Irish wristwatch.,
English,"Near an ear, a nearer ear, a nearly eerie ear.",
English,On a lazy laser raiser lies a laser ray eraser.,
English,"Scissors sizzle, thistles sizzle.",
English,Tom threw Tim three thumbtacks.,
English,How much caramel can a canny canonball cram in a camel if a canny canonball can cram caramel in a camel?,
English,He threw three free throws.,
English,Fresh French fried fly fritters,
English,"Gig whip, gig whip, gig whip, ...",
English,I was born on a pirate ship.,
English,2 Y's U R. 2 Y's U B. I C U R. 2 Y's 4 me!, Too wise you are. Too wise you be. I see you are. Too wise for me!
English,Little Mike left his bike like Tike at Spike's.,
English,Eddie edited it.,
English,"Yellow butter, purple jelly, red jam, black bread. Spread it thick, say it quick! Yellow butter, purple jelly, red jam, black bread. Spread it thicker, say it quicker! Yellow butter, purple jelly, red jam, black bread. Don't eat with your mouth full!",
English,"Wow, race winners really want red wine right away!",
English,The ruddy widow really wants ripe watermelon and red roses when winter arrives.,
English,I'll chew and chew until my jaws drop.,
English,Triple Dickle,
English,How many sheets could a sheet slitter slit if a sheet slitter could slit sheets?,
English,"Supposed to be pistachio, supposed to be pistachio, supposed to be pistachio.",
English,Chester Cheetah chews a chunk of cheep cheddar cheese.,
English,"Real rock wall, real rock wall, real rock wall",
English,Argyle Gargoyle,
English,"Peggy Babcock, Peggy Babcock, Peggy Babcock, ...",
English,"If you're keen on stunning kites and cunning stunts, buy a cunning stunning stunt kite.",
English,Two tiny tigers take two taxis to town.,
English,Sounding by sound is a sound method of sounding sounds.,
English,Willie's really weary.,
English,"Yally Bally had a jolly golliwog. Feeling folly, Yally Bally Bought his jolly golli' a dollie made of holly! The golli', feeling jolly, named the holly dollie, Polly. So Yally Bally's jolly golli's holly dollie Polly's also jolly!",
English,"Out in the pasture the nature watcher watches the catcher. While the catcher watches the pitcher who pitches the balls. Whether the temperature's up or whether the temperature's down, the nature watcher, the catcher and the pitcher are always around. The pitcher pitches, the catcher catches and the watcher watches. So whether the temperature's rises or whether the temperature falls the nature watcher just watches the catcher who's watching the pitcher who's watching the balls.",
English,Tommy Tucker tried to tie Tammy's Turtles tie.,
English,"John, where Peter had had ""had had"", had had ""had""; ""had had"" had had his master's approval.",
English,Excited executioner exercising his excising powers excessively.,
English,Pail of ale aiding ailing Al's travails.,
English,"Double bubble gum, bubbles double.",
English,"If you can't can any candy can, how many candy cans can a candy canner can if he can can candy cans ?",
English,Octopus ocular optics.and A cat snaps a rat's paxwax.,
English,This is the sixth zebra snoozing thoroughly.,
English,"Salty broccoli, salty broccoli, salty broccoli ....",
English,"I saw Esau kissing Kate. I saw Esau,  he saw me, and she saw I saw Esau.",
English,A slimey snake slithered down the sandy sahara.,
English,Suzie Seaword's fish-sauce shop sells unsifted thistles for thistle-sifters to sift.,
English,I eat eel while you peel eel,
English,Nothing is worth thousands of deaths.,
English,Casual clothes are provisional for leisurely trips across Asia.,
English,"East Fife Four, Forfar Five",
English,Roy Wayne Roy Rogers Roy Rash,
English,"11 was a racehorse,
22 was 12,
1111 race,
22112.",
English,"It's not the cough that carries you off, it's the coffin they carry you off in!",
English,She said she should sit.,
English,"Mo mi mo me send me a toe, Me me mo mi get me a mole, Mo mi mo me send me a toe, Fe me mo mi get me a mole, Mister kister feet so sweet, Mister kister where will I eat !?",
English,"Will you, William? Will you, William? Will you, William? Can't you, don't you, won't you, William?",
English,I wish you were a fish in my dish,
English,"She stood on the balcony, inexplicably mimicking him hiccuping, and amicably welcoming him in.",
English,"The big black bug bit the big black bear, but the big black bear bit the big black bug back!",
English,Dust is a disk's worst enemy.,
English,I see a sea down by the seashore. But which sea do you see down by the seashore?,
English,Old Mr. Hunt had a cuddy punt Not a cuddy punt but a hunt punt cuddy.,
English,"As one black bug, bled blue, black blood. The other black bug bled blue.",
English,Mommy made me eat my M&Ms.,
English,"I'm not the fig plucker, 
nor the fig plucker's son, 
but I'll pluck figs 
till the fig plucker comes.",
English,A gazillion gigantic grapes gushed gradually giving gophers gooey guts.,
English,"Aluminum, linoleum, molybdenum, aluminum, linoleum, molybdenum, aluminum, linoleum, molybdenum",
English,Thin grippy thick slippery.,
English,"A tree toad loved a she-toad,
Who lived up in a tree.
He was a three-toed tree toad,
But a two-toed toad was she.
The three-toed tree toad tried to win,
The two-toed she-toad's heart,
For the three-toed tree toad loved the ground,
That the two-toed tree toad trod.
But the three-toed tree toad tried in vain.
He couldn't please her whim.
From her tree toad bower,
With her two-toed power,
The she-toad vetoed him.",
English,The owner of the inside inn was inside his inside inn with his inside outside his inside inn.,
English,"If you notice this notice, you will notice that this notice is not worth noticing.",
English,"If you understand, say ""understand"". 
If you don't understand, say ""don't understand"". 
But if you understand and say ""don't understand"". 
how do I understand that you understand. Understand!?",
